Id,SalePrice
1101,62304.676
1102,116202.15
1103,130349.805
1104,125106.836
1105,130146.51
1106,335841.25
1107,186553.34
1108,207569.03
1109,174073.92
1110,296777.5
1111,174506.98
1112,218260.95
1113,109670.94
1114,125558.305
1115,106257.18
1116,282461.38
1117,143411.52
1118,127860.65
1119,151615.14
1120,113775.164
1121,112488.65
1122,226383.64
1123,110824.37
1124,85267.27
1125,140731.6
1126,138374.3
1127,207097.64
1128,224472.84
1129,196997.83
1130,151187.23
1131,230253.64
1132,105928.336
1133,191909.17
1134,221268.58
1135,169324.67
1136,111499.875
1137,132036.5
1138,81221.67
1139,249799.52
1140,135250.58
1141,154854.52
1142,203152.2
1143,387617.1
1144,107527.37
1145,109533.01
1146,144585.14
1147,183898.05
1148,147166.55
1149,94603.586
1150,145108.89
1151,99768.79
1152,199838.6
1153,159017.86
1154,106965.664
1155,224573.36
1156,207309.12
1157,167637.48
1158,203745.02
1159,223196.61
1160,206495.45
1161,144679.12
1162,223227.52
1163,124324.734
1164,169006.08
1165,195244.7
1166,211801.67
1167,239730.83
1168,187934.94
1169,229938.25
1170,490263.34
1171,142434.4
1172,167798.7
1173,136437.78
1174,232031.61
1175,221658.33
1176,330459.03
1177,124925.086
1178,110324.74
1179,120606.52
1180,59080.848
1181,285786.53
1182,246326.25
1183,544795.7
1184,173623.11
1185,276690.4
1186,119704.04
1187,179761.94
1188,233919.73
1189,179834.23
1190,183362.69
1191,272160.1
1192,163493.86
1193,129710.18
1194,192376.97
1195,154800.72
1196,148554.11
1197,204390.22
1198,130672.52
1199,168418.05
1200,162324.7
1201,104711.086
1202,191875.64
1203,112194.87
1204,219381.55
1205,151730.02
1206,306838.47
1207,144656.52
1208,231182.11
1209,145006.61
1210,265078.78
1211,213163.08
1212,179862.02
1213,94676.36
1214,119099.76
1215,135080.03
1216,111783.586
1217,140005.97
1218,194524.2
1219,55981.645
1220,104923.09
1221,108295.93
1222,129472.76
1223,188469.89
1224,283927.94
1225,173988.38
1226,124386.51
1227,213812.84
1228,155108.95
1229,341112.03
1230,160229.02
1231,216096.47
1232,160289.55
1233,96734.96
1234,170949.33
1235,166404.11
1236,165956.48
1237,157042.72
1238,196317.61
1239,145360.81
1240,193252.92
1241,199670.05
1242,246983.52
1243,163388.02
1244,340534.3
1245,154397.83
1246,193695.86
1247,167449.95
1248,174053.52
1249,165377.44
1250,118772.12
1251,285374.94
1252,189023.28
1253,110248.77
1254,213465.77
1255,171045.42
1256,156601.64
1257,327608.75
1258,88437.87
1259,151354.02
1260,147561.08
1261,186228.92
1262,131914.62
