Id,SalePrice
1101,58016.83
1102,107342.87
1103,119677.25
1104,115110.52
1105,116993.04
1106,315433.75
1107,174451.39
1108,193449.1
1109,165244.73
1110,282589.72
1111,162870.38
1112,197154.08
1113,101197.68
1114,114362.63
1115,97783.26
1116,267420.12
1117,134332.14
1118,118802.73
1119,139832.28
1120,103056.43
1121,102394.164
1122,210478.36
1123,100767.09
1124,78357.18
1125,130495.76
1126,128969.26
1127,192244.17
1128,208164.42
1129,183566.3
1130,142179.67
1131,212615.89
1132,96028.27
1133,177374.33
1134,208198.78
1135,160218.7
1136,101555.01
1137,121011.414
1138,74178.17
1139,235516.52
1140,124177.37
1141,146422.19
1142,186737.23
1143,366915.8
1144,96735.0
1145,103339.74
1146,136166.83
1147,167961.98
1148,135905.7
1149,88393.82
1150,134677.27
1151,90808.805
1152,183075.33
1153,146290.77
1154,99419.22
1155,208085.1
1156,189730.14
1157,154370.28
1158,190760.73
1159,207227.16
1160,190656.36
1161,133628.73
1162,206795.95
1163,114999.71
1164,155183.56
1165,179480.33
1166,196921.77
1167,222649.27
1168,175508.08
1169,211620.36
1170,429659.97
1171,133457.95
1172,154945.14
1173,129878.34
1174,209682.95
1175,204013.08
1176,311245.47
1177,113501.63
1178,99790.58
1179,111839.414
1180,52437.312
1181,266957.75
1182,228318.77
1183,520606.88
1184,160912.89
1185,258710.92
1186,110624.72
1187,165888.69
1188,218046.44
1189,169560.19
1190,173646.86
1191,255189.78
1192,148012.89
1193,119654.45
1194,177039.83
1195,141124.39
1196,140904.23
1197,192173.64
1198,120835.02
1199,154873.36
1200,148898.48
1201,95847.266
1202,179953.77
1203,104803.87
1204,202250.95
1205,140493.11
1206,284863.2
1207,133188.64
1208,213831.84
1209,133696.94
1210,248612.83
1211,198322.3
1212,166169.67
1213,87974.74
1214,110773.88
1215,124321.88
1216,103151.6
1217,129342.83
1218,181824.69
1219,50265.96
1220,87934.77
1221,99954.82
1222,119320.56
1223,172796.7
1224,263771.1
1225,164285.52
1226,113980.07
1227,200167.22
1228,145033.7
1229,327735.1
1230,147505.23
1231,216680.94
1232,149584.27
1233,90100.71
1234,156984.2
1235,153975.52
1236,152377.53
1237,145540.95
1238,182794.39
1239,134909.61
1240,178075.42
1241,185531.7
1242,232577.6
1243,152207.73
1244,324265.66
1245,144176.64
1246,178735.58
1247,161054.98
1248,163214.53
1249,152261.83
1250,109400.17
1251,265711.12
1252,173441.27
1253,102350.99
1254,195460.34
1255,159897.1
1256,147896.95
1257,306644.2
1258,79132.945
1259,138880.66
1260,136496.38
1261,174224.61
1262,120917.68
1263,163509.94
1264,157052.53
1265,171672.44
1266,144076.98
1267,143831.12
1268,256446.8
1269,339976.22
1270,149482.55
1271,202064.61
1272,161012.05
1273,121601.57
1274,146452.72
1275,125254.32
1276,189182.95
1277,162601.11
1278,204025.52
1279,226652.77
1280,109999.63
1281,201579.56
1282,173808.89
1283,140864.3
1284,141876.92
1285,190512.73
1286,121147.13
1287,172948.45
1288,225936.61
1289,213846.34
1290,250236.92
1291,159413.58
1292,110700.84
1293,210954.9
1294,176826.83
1295,112427.305
1296,138807.73
1297,145153.25
1298,112176.04
1299,760620.4
1300,135805.11
1301,204669.5
1302,139913.8
1303,302625.7
1304,233050.94
1305,154840.52
1306,282800.97
1307,165233.36
1308,131362.25
1309,127067.23
1310,173138.02
1311,232718.64
1312,177638.55
1313,325654.12
1314,305001.53
1315,112970.77
1316,205862.6
1317,233485.52
1318,172567.61
1319,236224.58
1320,109562.88
1321,170697.44
1322,55898.312
1323,190631.95
1324,60372.938
1325,262779.16
1326,61203.836
1327,48295.805
1328,98518.62
1329,327438.9
1330,158811.8
1331,231799.92
1332,126094.98
1333,101662.125
1334,114578.68
1335,137687.3
1336,181731.33
1337,221534.27
1338,60559.008
1339,197107.62
1340,102831.65
1341,105685.23
1342,153565.83
1343,241234.48
1344,157402.7
1345,143341.55
1346,95511.27
1347,207593.67
1348,212922.02
1349,205623.61
1350,137296.12
1351,301220.47
1352,182381.05
1353,130370.85
1354,407549.97
1355,227346.08
1356,164414.64
1357,102587.79
1358,140417.1
1359,144779.06
1360,280216.53
1361,196050.11
1362,195499.48
1363,144057.94
1364,136992.86
1365,115521.54
1366,179795.3
1367,190948.86
1368,128510.3
1369,117499.88
1370,202468.73
1371,115249.27
1372,163186.7
1373,238518.33
1374,428385.03
1375,237802.67
1376,199387.92
1377,90247.02
1378,171639.47
1379,88465.445
1380,122946.305
1381,86069.27
1382,200139.8
1383,138717.75
1384,140980.36
1385,112276.46
1386,115970.65
1387,279877.53
1388,171477.36
1389,256254.61
1390,121137.24
1391,222995.02
1392,206120.53
1393,118621.13
1394,149682.14
1395,202090.95
1396,255816.64
1397,166422.77
1398,117588.055
1399,153693.5
1400,140508.45
1401,98202.38
1402,160609.2
1403,169461.44
1404,213356.55
1405,146376.75
1406,230645.02
1407,105300.375
1408,86956.71
1409,138137.8
1410,202949.56
1411,195927.23
1412,140306.97
1413,75882.33
1414,266791.62
1415,169423.75
1416,207274.08
1417,184873.42
1418,333343.34
1419,121660.87
1420,221001.03
1421,190333.06
1422,135022.19
1423,117363.43
1424,193901.36
1425,148117.56
1426,153181.75
1427,255990.7
1428,144382.55
1429,91753.484
1430,171139.83
1431,175859.67
1432,126298.98
1433,90406.375
1434,177419.64
1435,159164.4
1436,165418.73
1437,117326.96
1438,296596.94
1439,158885.45
1440,147804.83
1441,188907.19
1442,117288.766
1443,241550.64
1444,102874.12
1445,182892.67
1446,80279.03
1447,160529.55
1448,244876.9
1449,127122.23
1450,54941.645
1451,138668.75
1452,215572.9
1453,110497.836
1454,117106.93
1455,146752.38
1456,160770.97
1457,222120.08
1458,189483.11
1459,112028.79
1460,162978.73
