Id,SalePrice
1101,59000.496
1102,110098.65
1103,126834.42
1104,118175.11
1105,123607.05
1106,332603.16
1107,177426.23
1108,194526.02
1109,169020.61
1110,289960.47
1111,167473.1
1112,207918.58
1113,105720.7
1114,119721.81
1115,103779.13
1116,275209.75
1117,137607.81
1118,121736.6
1119,145542.77
1120,109218.8
1121,107802.95
1122,216442.52
1123,105394.67
1124,81555.34
1125,135591.0
1126,132550.67
1127,200367.22
1128,212568.39
1129,189178.61
1130,146064.83
1131,222366.19
1132,101454.54
1133,185533.45
1134,216335.55
1135,163478.67
1136,108484.31
1137,126281.016
1138,79508.266
1139,244575.28
1140,128293.89
1141,148539.11
1142,194518.52
1143,378449.72
1144,102560.625
1145,106164.67
1146,142835.47
1147,175044.61
1148,141341.31
1149,91260.56
1150,139758.27
1151,95132.625
1152,188428.17
1153,150864.56
1154,104067.11
1155,212867.1
1156,197054.39
1157,159162.98
1158,197440.75
1159,213177.73
1160,198515.88
1161,139285.94
1162,211564.58
1163,118651.34
1164,160828.05
1165,184883.14
1166,202617.62
1167,229533.77
1168,180993.33
1169,218902.08
1170,427446.78
1171,139054.3
1172,160434.81
1173,132386.84
1174,223220.69
1175,210659.8
1176,329352.34
1177,119930.25
1178,106275.125
1179,116318.71
1180,55704.887
1181,280499.03
1182,238136.94
1183,544757.4
1184,165418.44
1185,256854.64
1186,114253.3
1187,172312.45
1188,223410.27
1189,173986.92
1190,178435.31
1191,252818.02
1192,154625.55
1193,124695.39
1194,183947.98
1195,147895.39
1196,143759.14
1197,196275.7
1198,125487.14
1199,160282.02
1200,154963.5
1201,100111.89
1202,184654.16
1203,109646.984
1204,209802.23
1205,144361.12
1206,297977.84
1207,138044.5
1208,224298.02
1209,139010.81
1210,260229.58
1211,205179.11
1212,172099.39
1213,89965.484
1214,113376.42
1215,128531.3
1216,106694.75
1217,134556.56
1218,188015.2
1219,54087.176
1220,98805.81
1221,101949.766
1222,122692.22
1223,181785.92
1224,276618.47
1225,167070.16
1226,118453.92
1227,204604.52
1228,148465.67
1229,333461.78
1230,155076.9
1231,224641.67
1232,154930.88
1233,92676.19
1234,162969.83
1235,160724.42
1236,158808.81
1237,150000.39
1238,188278.67
1239,139671.06
1240,185470.64
1241,191686.95
1242,237752.6
1243,155537.36
1244,333937.72
1245,148340.45
1246,184794.25
1247,162343.88
1248,166693.08
1249,158337.64
1250,114426.91
1251,278603.47
1252,181520.08
1253,106172.74
1254,203145.27
1255,164188.42
1256,152432.42
1257,319797.72
1258,87780.83
1259,144297.92
1260,138896.03
1261,174709.75
1262,125860.5
1263,170772.42
1264,162112.66
1265,178843.8
1266,148061.06
1267,149456.36
1268,266313.16
1269,365297.22
1270,156155.7
1271,203215.7
1272,169222.64
1273,123598.08
1274,153125.05
1275,128446.88
1276,200006.42
1277,166360.86
1278,211446.98
1279,234923.66
1280,112204.234
1281,209779.78
1282,180838.4
1283,144983.92
1284,149058.33
1285,201422.8
1286,125904.23
1287,180476.02
1288,228451.8
1289,223686.31
1290,262653.72
1291,163447.08
1292,118932.58
1293,218131.95
1294,181302.2
1295,116318.55
1296,145865.62
1297,150184.77
1298,118339.55
1299,765548.0
1300,139181.19
1301,214043.6
1302,144909.64
1303,315231.28
1304,240201.72
1305,160020.02
1306,291046.78
1307,172558.16
1308,135384.66
1309,127538.59
1310,180450.02
1311,237789.48
1312,183853.5
1313,340535.03
1314,321024.53
1315,117876.4
1316,213214.83
1317,239744.6
1318,177129.86
1319,244079.92
1320,113985.67
1321,175706.47
1322,58424.168
1323,197388.06
1324,66314.016
1325,269474.5
1326,69694.81
1327,54211.215
1328,103571.03
1329,342559.94
1330,162381.78
1331,238098.02
1332,128883.11
1333,105026.02
1334,117446.19
1335,143556.89
1336,188684.67
1337,229770.2
1338,68429.89
1339,201921.25
1340,106241.03
1341,109809.33
1342,156327.52
1343,251032.0
1344,163462.84
1345,146621.86
1346,101678.53
1347,215471.14
1348,219736.72
1349,209923.27
1350,143888.67
1351,316556.16
1352,189649.22
1353,134076.64
1354,429630.22
1355,233677.8
1356,170663.58
1357,106737.59
1358,143852.17
1359,150408.56
1360,288193.8
1361,202137.73
1362,200210.08
1363,150959.66
1364,138906.14
1365,118800.27
1366,183045.81
