Id,SalePrice
1101,74875.36
1102,127428.484
1103,141643.11
1104,135169.36
1105,137620.06
1106,362578.72
1107,200842.6
1108,222043.8
1109,187408.7
1110,329188.25
1111,187949.95
1112,229077.58
1113,120885.79
1114,135827.7
1115,116655.75
1116,308846.6
1117,156702.55
1118,139532.72
1119,166182.84
1120,122560.375
1121,121269.195
1122,246658.48
1123,121977.63
1124,96271.65
1125,153733.52
1126,149869.19
1127,229077.11
1128,238049.42
1129,211177.42
1130,163611.7
1131,252022.1
1132,115978.37
1133,204144.92
1134,239406.4
1135,182601.83
1136,121796.6
1137,141481.34
1138,89242.586
1139,278201.4
1140,145092.61
1141,168632.83
1142,219160.3
1143,422037.84
1144,116423.86
1145,123852.23
1146,156358.92
1147,196329.17
1148,160658.92
1149,103620.836
1150,157661.67
1151,107746.96
1152,209576.36
1153,168282.88
1154,117047.52
1155,239948.69
1156,223309.8
1157,179990.3
1158,226153.73
1159,240005.4
1160,220533.92
1161,155435.53
1162,237986.64
1163,135712.89
1164,181540.66
1165,207240.05
1166,228620.61
1167,262091.75
1168,201867.14
1169,243500.86
1170,476662.34
1171,158324.16
1172,186218.58
1173,148966.88
1174,248059.83
1175,233051.52
1176,360095.8
1177,137491.3
1178,118963.445
1179,131514.67
1180,69267.266
1181,307388.72
1182,273446.8
1183,604246.75
1184,186865.8
1185,289540.75
1186,129996.59
1187,191969.4
1188,249927.2
1189,193638.86
1190,198182.05
1191,288989.44
1192,172476.48
1193,140979.28
1194,209182.58
1195,168342.16
1196,161982.83
1197,218826.9
1198,141031.66
1199,182013.02
1200,173801.12
1201,115188.766
1202,206415.33
1203,121037.4
1204,237410.78
1205,163697.3
1206,329701.88
1207,156247.86
1208,254468.39
1209,156923.45
1210,292788.94
1211,230602.3
1212,194954.03
1213,106358.2
1214,132008.52
1215,147328.2
1216,122463.92
1217,152895.5
1218,214756.98
1219,66600.734
1220,111345.04
1221,120058.695
1222,140681.45
1223,199494.52
1224,310015.34
1225,189293.95
1226,137359.86
1227,228304.02
1228,167513.33
1229,377181.66
1230,173255.02
1231,250278.44
1232,173364.67
1233,109853.37
1234,182961.42
1235,178400.19
1236,179651.95
1237,167327.33
1238,210367.83
1239,156957.39
1240,209445.98
1241,213280.02
1242,272187.25
1243,175979.31
1244,375604.4
1245,167652.42
1246,207944.02
1247,181323.08
1248,187487.89
1249,176513.11
1250,130343.805
1251,311388.88
1252,206607.7
1253,123409.79
1254,225895.25
1255,183548.11
1256,169813.45
1257,357018.38
1258,96166.93
1259,163033.3
1260,160803.4
1261,201098.53
1262,142518.28
1263,190444.7
1264,181953.83
1265,203733.33
1266,166133.23
1267,167281.7
1268,299452.3
1269,401400.34
1270,175496.28
1271,230590.36
1272,188195.61
1273,143775.98
1274,172622.05
1275,145120.45
1276,219478.95
1277,189406.83
1278,232011.52
1279,259783.98
1280,127118.24
1281,236085.89
1282,204867.08
1283,165603.58
1284,167699.05
1285,223270.73
1286,140933.42
1287,199051.55
1288,256483.98
1289,255598.73
1290,287137.94
1291,185287.86
1292,134894.0
1293,243083.67
1294,202893.05
1295,132731.8
1296,165101.81
1297,168718.7
1298,132754.75
1299,841622.4
1300,159761.66
1301,237063.89
1302,163873.92
1303,350964.94
1304,274997.47
1305,177135.8
1306,329812.6
1307,195219.86
1308,153628.78
1309,147477.97
1310,204461.62
1311,262349.6
1312,210578.9
1313,381731.6
1314,353496.12
1315,134105.77
1316,239526.19
1317,272932.53
1318,202403.89
1319,273453.66
1320,130100.92
1321,200669.69
1322,72696.664
1323,222237.0
1324,78307.02
1325,303982.38
1326,75538.14
1327,61769.043
1328,117793.04
1329,387907.3
1330,181228.31
1331,269970.97
1332,146966.62
1333,121243.88
1334,131770.11
1335,160860.7
1336,210369.83
1337,257144.36
1338,76405.32
1339,226014.31
1340,122556.27
1341,125273.57
1342,176677.33
1343,277300.97
1344,179380.42
1345,166109.11
1346,112785.23
1347,240064.98
1348,242660.48
1349,235630.61
1350,164296.17
1351,344702.97
1352,210689.55
1353,151137.08
1354,469238.53
1355,259306.17
1356,190236.23
1357,122254.23
1358,163086.33
1359,168301.52
1360,321194.28
1361,225852.94
1362,222867.67
1363,169631.55
1364,157202.58
1365,135557.11
1366,205381.58
1367,219956.56
1368,152431.47
1369,138273.77
1370,231737.25
1371,132499.39
1372,192106.14
1373,277732.47
1374,499997.1
1375,272035.7
1376,233045.5
1377,109313.945
1378,196607.2
1379,110123.63
1380,145109.14
1381,103809.49
1382,234091.8
1383,157853.48
1384,165378.77
1385,132637.02
1386,137352.1
1387,324749.0
1388,200388.67
1389,294592.56
1390,140957.55
1391,261572.95
1392,242652.78
1393,141660.3
1394,173678.44
1395,242004.11
1396,294190.03
1397,199162.86
1398,135905.39
1399,173517.89
1400,164431.8
1401,115444.04
1402,185564.8
1403,201620.53
1404,243474.27
1405,168230.98
1406,278495.88
1407,125654.3
1408,105943.375
1409,158364.88
1410,234736.58
1411,224189.08
1412,164110.86
1413,94510.32
1414,311841.28
1415,197542.3
1416,248978.39
1417,212481.75
1418,374306.78
1419,142840.88
1420,250224.7
1421,218124.94
1422,159435.95
1423,137877.44
1424,228023.3
1425,174396.47
1426,177316.2
1427,296172.6
1428,169464.56
1429,108224.664
1430,197854.98
1431,203150.61
1432,147014.92
1433,109855.79
1434,203372.77
1435,185054.38
1436,193534.17
1437,138186.12
1438,344941.7
1439,183358.36
1440,172177.52
1441,225434.34
1442,138214.2
1443,279051.12
1444,123072.02
1445,216287.52
1446,97475.586
1447,187227.27
1448,280699.12
1449,151340.0
1450,71941.484
1451,162928.58
1452,251467.94
1453,131010.664
1454,136471.92
1455,171465.7
1456,181130.88
1457,265817.78
1458,217066.33
1459,135060.33
1460,194915.64
